code_site,libelle_site,type_site,coordonnee_x_site,coordonnee_y_site,code_projection,longitude_site,latitude_site,altitude_site,code_systeme_alti_site,surface_bv,statut_site,premier_mois_etiage_site,premier_mois_annee_hydro_site,influence_generale_site,code_entite_hydro_site,code_troncon_hydro_site,code_commune_site,code_zone_hydro_site,libelle_commune,code_departement,code_region,libelle_region,code_cours_eau,libelle_cours_eau,uri_cours_eau,grandeur_hydro,date_maj_site,date_premiere_donnee_dispo_site,commentaire_influence_generale_site,commentaire_site,type_contexte_loi_stat_site,type_loi_site,libelle_departement,geometry
K5345910,La Chaux à Colombier,REEL,683450.0,6574235.0,26,2.785110247,46.267792413,375.0,3.0,25.8,1,1,9,1.0,K5345900,K5345900,['03081'],K534,['COLOMBIER'],['03'],['84'],['AUVERGNE-RHONE-ALPES'],K5345900,la Chaux,http://id.eaufrance.fr/CEA/K5345900,Q,2021-11-26T00:00:00Z,,,Etude A.E.P.,[1],[2],['ALLIER'],"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.785110247394222, 46.26779241325574]}"
K5363220,L'Oeil à Cosne-d'Allier,REEL,686778.0,6597162.0,26,2.827672081,46.474315303,217.0,3.0,398.0,1,1,9,1.0,K53-0320,K5360320,['03084'],K536,"[""COSNE-D'ALLIER""]",['03'],['84'],['AUVERGNE-RHONE-ALPES'],K53-0320,l'il,http://id.eaufrance.fr/CEA/K53-0320,Q,2021-11-26T00:00:00Z,,,,[1],[2],['ALLIER'],"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.8276720814432625, 46.47431530306987]}"
K5363222,L'Oeil à Villefranche-d'Allier,REEL,686634.0,6590714.0,26,2.825980483,46.416251082,,,319.0,1,1,9,1.0,K53-0320,K5360320,['03315'],K536,"[""VILLEFRANCHE-D'ALLIER""]",['03'],['84'],['AUVERGNE-RHONE-ALPES'],K53-0320,l'il,http://id.eaufrance.fr/CEA/K53-0320,Q,2020-06-26T00:00:00Z,,,,[1],[2],['ALLIER'],"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.825980482722786, 46.41625108203265]}"
K5376810,Le ruisseau de Noël à Venas,REEL,680643.0,6597956.0,26,2.747679421,46.481316333,232.0,3.0,28.0,1,1,9,1.0,K5376800,K5376800,['03303'],K537,['VENAS'],['03'],['84'],['AUVERGNE-RHONE-ALPES'],K5376800,le Ris de Noël,http://id.eaufrance.fr/CEA/K5376800,Q,2021-11-26T00:00:00Z,,,,[1],[2],['ALLIER'],"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.7476794213749565, 46.48131633269702]}"
K5383020,L'Aumance à Hérisson,REEL,677997.0,6600907.0,26,2.713049024,46.507807119,197.0,3.0,920.0,1,1,9,1.0,K53-0300,K5370300,['03127'],K537,['HERISSON'],['03'],['84'],['AUVERGNE-RHONE-ALPES'],K53-0300,l'Aumance,http://id.eaufrance.fr/CEA/K53-0300,Q,2021-11-26T00:00:00Z,,,,[1],[2],['ALLIER'],"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.7130490241300356, 46.50780711872247]}"
K5383021,L'Aumance à Hérisson,REEL,675021.0,6603279.0,26,2.67411042,46.529061572,,,928.0,1,1,9,1.0,K53-0300,K5380300,['03127'],K538,['HERISSON'],['03'],['84'],['AUVERGNE-RHONE-ALPES'],K53-0300,l'Aumance,http://id.eaufrance.fr/CEA/K53-0300,Q,2020-06-26T00:00:00Z,,,,[1],[2],['ALLIER'],"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.6741104201079975, 46.52906157215774]}"
K5400920,Le Cher à Saint-Amand-Montrond,REEL,661097.0,6625215.0,26,2.490608291,46.725913643,155.0,3.0,3492.0,1,1,9,3.0,K---0090,K5400090,['18197'],K540,['SAINT-AMAND-MONTROND'],['18'],['24'],['CENTRE-VAL DE LOIRE'],K---0090,le Cher,http://id.eaufrance.fr/CEA/K---0090,Q,2021-11-26T00:00:00Z,,,,[1],[2],['CHER'],"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.4906082913724714, 46.725913642591244]}"
K5400921,Le Cher à Colombiers,REEL,665729.0,6620072.0,26,2.551640182,46.679859176,,,3419.0,1,1,9,3.0,K---0090,K5400090,['18069'],K540,['COLOMBIERS'],['18'],['24'],['CENTRE-VAL DE LOIRE'],K---0090,le Cher,http://id.eaufrance.fr/CEA/K---0090,Q,2020-06-26T00:00:00Z,,,,[1],[2],['CHER'],"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.5516401820139007, 46.67985917575641]}"
K5424010,La Sologne à Ainay-le-Château,REEL,676004.0,6623241.0,26,2.685899067,46.708839677,188.0,0.0,88.9,1,1,9,1.0,K5424000,K5424000,['03003'],K542,['AINAY-LE-CHATEAU'],['03'],['84'],['AUVERGNE-RHONE-ALPES'],K5424000,la Sologne,http://id.eaufrance.fr/CEA/K5424000,Q,2021-11-26T00:00:00Z,,,,[1],[2],['ALLIER'],"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.6858990670827034, 46.70883967721925]}"
K5433020,La Marmande à Saint-Pierre-les-Étieux,REEL,671241.0,6625260.0,26,2.62342756,46.726831223,172.0,3.0,206.0,1,1,9,1.0,K54-0300,K5430300,['18231'],K543,['SAINT-PIERRE-LES-ETIEUX'],['18'],['24'],['CENTRE-VAL DE LOIRE'],K54-0300,la Marmande,http://id.eaufrance.fr/CEA/K54-0300,Q,2021-11-26T00:00:00Z,,,,[1],[2],['CHER'],"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.6234275601042647, 46.72683122349444]}"
K5433021,La Marmande à Charenton-du-Cher,REEL,675421.0,6625539.0,26,2.678145236,46.729509787,,,192.0,1,1,9,1.0,K54-0300,K5430300,['18052'],K543,['CHARENTON-DU-CHER'],['18'],['24'],['CENTRE-VAL DE LOIRE'],K54-0300,la Marmande,http://id.eaufrance.fr/CEA/K54-0300,Q,2020-06-26T00:00:00Z,,,,[1],[2],['CHER'],"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.678145235973917, 46.72950978732599]}"
K5440002,La Loubière à Faverdines,REEL,659694.0,6617145.0,26,2.472943394,46.653168735,180.0,0.0,73.0,1,1,9,0.0,K5444000,K5444000,['18093'],K544,['FAVERDINES'],['18'],['24'],['CENTRE-VAL DE LOIRE'],K5444000,la Loubière,http://id.eaufrance.fr/CEA/K5444000,Q,2022-02-23T00:00:00Z,,,,,,['CHER'],"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.4729433943386137, 46.653168735154956]}"
K5480910,Le Cher à Châteauneuf-sur-Cher,REEL,647662.0,6639870.0,26,2.31303016,46.856946222,133.0,2.0,4161.0,2,1,9,3.0,K---0090,K5480090,['18058'],K548,['CHATEAUNEUF-SUR-CHER'],['18'],['24'],['CENTRE-VAL DE LOIRE'],K---0090,le Cher,http://id.eaufrance.fr/CEA/K---0090,Q,2021-11-26T00:00:00Z,,,,[1],[2],['CHER'],"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.3130301602767727, 46.856946222416255]}"
K5480920,Le Cher à Saint-Florent-sur-Cher,REEL,642604.0,6654927.0,26,2.244754301,46.992091921,118.0,2.0,4318.0,2,1,9,3.0,K---0090,K5480090,['18207'],K548,['SAINT-FLORENT-SUR-CHER'],['18'],['24'],['CENTRE-VAL DE LOIRE'],K---0090,le Cher,http://id.eaufrance.fr/CEA/K---0090,Q,2021-11-26T00:00:00Z,,,,[1],[2],['CHER'],"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.244754300657214, 46.99209192139893]}"
K5490900,Le Cher à Vierzon,REEL,629289.0,6680004.0,26,2.065659194,47.216566612,96.0,3.0,4550.0,1,1,9,1.0,K---0090,K5490090,['18279'],K549,['VIERZON'],['18'],['24'],['CENTRE-VAL DE LOIRE'],K---0090,le Cher,http://id.eaufrance.fr/CEA/K---0090,Q,2021-11-26T00:00:00Z,,Barrage de Rochebut.,,[1],[2],['CHER'],"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.06565919376165, 47.216566612253175]}"
K5490902,Le Cher à Foëcy,REEL,635794.0,6674501.0,26,2.15238667,47.167688225,,,4527.0,1,1,9,3.0,K---0090,K5490090,['18096'],K549,['FOECY'],['18'],['24'],['CENTRE-VAL DE LOIRE'],K---0090,le Cher,http://id.eaufrance.fr/CEA/K---0090,Q,2020-06-26T00:00:00Z,,,,[1],[2],['CHER'],"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.1523866700497054, 47.167688225241484]}"
K5543010,L'Airin à Crosses,REEL,668077.0,6656775.0,26,2.579802713,47.010436761,146.0,3.0,300.0,1,1,9,1.0,K55-0300,K5540300,['18081'],K554,['CROSSES'],['18'],['24'],['CENTRE-VAL DE LOIRE'],K55-0300,l'Airin,http://id.eaufrance.fr/CEA/K55-0300,Q,2021-11-26T00:00:00Z,,,,[1],[2],['CHER'],"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.5798027129858383, 47.01043676115338]}"
K5552300,L'Yèvre à Savigny-en-Septaine,REEL,666846.0,6661187.0,26,2.563278391,47.050098611,141.0,3.0,531.0,1,1,9,1.0,K5--0230,K5550230,['18247'],K555,['SAVIGNY-EN-SEPTAINE'],['18'],['24'],['CENTRE-VAL DE LOIRE'],K5--0230,l'Yèvre,http://id.eaufrance.fr/CEA/K5--0230,Q,2021-11-26T00:00:00Z,,,,[1],[2],['CHER'],"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.5632783911907944, 47.05009861105684]}"
K5554580,L'Ouatier à Moulins-sur-Yèvre,REEL,663356.0,6665323.0,26,2.516974132,47.087152166,142.0,3.0,160.0,1,1,9,1.0,K5554500,K5554500,['18158'],K555,['MOULINS-SUR-YEVRE'],['18'],['24'],['CENTRE-VAL DE LOIRE'],K5554500,l'Ouatier,http://id.eaufrance.fr/CEA/K5554500,Q,2021-11-26T00:00:00Z,,Encombrement sur seuil possible en étiage.,,[1],[2],['CHER'],"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.5169741324671286, 47.08715216607235]}"
K5574100,Le Moulon à Bourges,REEL,656134.0,6669464.0,26,2.421379897,47.123995952,131.0,3.0,104.0,1,1,9,1.0,K5574100,K5574100,['18033'],K557,['BOURGES'],['18'],['24'],['CENTRE-VAL DE LOIRE'],K5574100,le Moulon,http://id.eaufrance.fr/CEA/K5574100,Q,2021-11-26T00:00:00Z,,,,[1],[2],['CHER'],"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.4213798974328813, 47.12399595200828]}"
K5623010,L'Auron au Pondy,REEL,673365.5953123,6633947.0724267,26,2.650743672,46.805136673,167.0,2.0,199.0,1,1,9,1.0,K56-0300,K5620300,['18183'],K562,['PONDY'],['18'],['24'],['CENTRE-VAL DE LOIRE'],K56-0300,l'Auron,http://id.eaufrance.fr/CEA/K56-0300,Q,2022-07-26T00:00:00Z,,,,[1],[2],['CHER'],"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.6507436721147872, 46.80513667263992]}"
K5653010,L'Auron à Bourges,REEL,658089.0,6659783.0,26,2.448059301,47.036964703,130.0,3.0,585.0,1,1,9,1.0,K56-0300,K5650300,['18033'],K565,['BOURGES'],['18'],['24'],['CENTRE-VAL DE LOIRE'],K56-0300,l'Auron,http://id.eaufrance.fr/CEA/K56-0300,Q,2021-11-26T00:00:00Z,,,,[1],[2],['CHER'],"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.4480593014138567, 47.0369647026248]}"
K5702300,L'Yèvre à Bourges,REEL,653193.0,6665228.0,26,2.383024366,47.085659573,122.0,3.0,1774.0,2,1,9,3.0,K5--0230,K5570230,['18033'],K557,['BOURGES'],['18'],['24'],['CENTRE-VAL DE LOIRE'],K5--0230,l'Yèvre,http://id.eaufrance.fr/CEA/K5--0230,Q,2021-11-26T00:00:00Z,,Marais de bourges.,,[1],[2],['CHER'],"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.383024365929627, 47.085659573192146]}"
K5702320,L'Yèvre à Saint-Doulchard,REEL,650878.0,6665242.0,26,2.352509552,47.085618736,100.0,3.0,1775.0,1,1,9,2.0,K5--0230,K5700230,"['18205', '18205']",K570,"['SAINT-DOULCHARD', 'SAINT-DOULCHARD']","['18', '18']","['24', '24']","['CENTRE-VAL DE LOIRE', 'CENTRE-VAL DE LOIRE']",K5--0230,l'Yèvre,http://id.eaufrance.fr/CEA/K5--0230,Q,2021-11-26T00:00:00Z,,Marais de bourges.,,[1],[2],"['CHER', 'CHER']","{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.3525095518217416, 47.08561873600447]}"
K5712310,L'Yèvre à Foëcy,REEL,637081.0,6676655.0,26,2.169076469,47.187202383,110.0,3.0,1970.0,1,1,9,1.0,K5--0230,K5710230,"['18096', '18096']",K571,"['FOECY', 'FOECY']","['18', '18']","['24', '24']","['CENTRE-VAL DE LOIRE', 'CENTRE-VAL DE LOIRE']",K5--0230,l'Yèvre,http://id.eaufrance.fr/CEA/K5--0230,Q,2021-11-26T00:00:00Z,,,,[1],[2],"['CHER', 'CHER']","{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.169076469182259, 47.187202383312666]}"
K5730001,Le Barangeon à Vouzeron,REEL,641469.0,6684348.0,26,2.226025825,47.256857873,,,134.75,1,1,9,0.0,K57-0300,K5730300,['18290'],K573,['VOUZERON'],['18'],['24'],['CENTRE-VAL DE LOIRE'],K57-0300,le Barangeon,http://id.eaufrance.fr/CEA/K57-0300,Q,2021-11-26T00:00:00Z,,,,,,['CHER'],"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.22602582477599, 47.25685787320117]}"
K6022420,L'Arnon à Loye-sur-Arnon,REEL,652296.0,6617164.0,26,2.376206079,46.652854382,204.0,3.0,268.0,1,1,9,1.0,K6--0240,K6020240,['18130'],K602,['LOYE-SUR-ARNON'],['18'],['24'],['CENTRE-VAL DE LOIRE'],K6--0240,l'Arnon,http://id.eaufrance.fr/CEA/K6--0240,Q,2021-11-26T00:00:00Z,,,,[1],[2],['CHER'],"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.3762060790131274, 46.652854382322396]}"
K6022421,L'Arnon à Sidiailles,REEL,648739.0,6601715.0,26,2.331406154,46.513488577,,,162.0,1,1,9,1.0,K6--0240,K6020240,['18252'],K602,['SIDIAILLES'],['18'],['24'],['CENTRE-VAL DE LOIRE'],K6--0240,l'Arnon,http://id.eaufrance.fr/CEA/K6--0240,Q,2020-06-26T00:00:00Z,,,,[1],[2],['CHER'],"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.3314061542415865, 46.513488576816336]}"
K6022422,L'Arnon à Sidiailles,REEL,648806.2725168,6601237.2053762,26,2.332336235,46.509191564,,,,1,1,9,0.0,K6--0240,K6020240,['18252'],K602,['SIDIAILLES'],['18'],['24'],['CENTRE-VAL DE LOIRE'],K6--0240,l'Arnon,http://id.eaufrance.fr/CEA/K6--0240,Q,2022-03-10T00:00:00Z,,,,,,['CHER'],"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.3323362352275105, 46.50919156363835]}"
K6034000,Le Portefeuille au Châtelet,REEL,644865.0,6616153.0,26,2.279161483,46.643181727,190.0,2.0,49.0,1,1,9,1.0,K6034000,K6034000,['18059'],K603,['CHATELET'],['18'],['24'],['CENTRE-VAL DE LOIRE'],K6034000,le Portefeuille,http://id.eaufrance.fr/CEA/K6034000,Q,2021-11-26T00:00:00Z,,,,[1],[2],['CHER'],"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.2791614832761073, 46.64318172689275]}"
K6063010,La Sinaise à Rezay,REEL,637359.0,6619505.0,26,2.180579416,46.672703292,,,160.0,1,1,1,2.0,K60-0300,K6060300,['18193'],K606,['REZAY'],['18'],['24'],['CENTRE-VAL DE LOIRE'],K60-0300,la Sinaise,http://id.eaufrance.fr/CEA/K60-0300,Q,2021-11-26T00:00:00Z,,,,[1],[0],['CHER'],"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.1805794155111604, 46.67270329223152]}"
K6072400,L'Arnon à Lignières,REEL,637235.0,6628301.0,26,2.177759353,46.751887574,156.0,3.0,634.0,2,1,9,3.0,K6--0240,K6070240,['18127'],K607,['LIGNIERES'],['18'],['24'],['CENTRE-VAL DE LOIRE'],K6--0240,l'Arnon,http://id.eaufrance.fr/CEA/K6--0240,Q,2021-11-26T00:00:00Z,,,,[1],[2],['CHER'],"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.1777593534394915, 46.75188757380579]}"
K6102430,L'Arnon à Mareuil-sur-Arnon,REEL,633704.0,6642608.0,26,2.129439529,46.880357865,,,886.0,1,1,1,2.0,K6--0240,00000000,['18137'],K610,['MAREUIL-SUR-ARNON'],['18'],['24'],['CENTRE-VAL DE LOIRE'],K6--0240,l'Arnon,http://id.eaufrance.fr/CEA/K6--0240,Q,2021-11-26T00:00:00Z,,,,[1],[2],['CHER'],"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.129439529032715, 46.880357864800146]}"
K6102432,L'Arnon à Saint-Baudel,REEL,636675.0,6639122.0,26,2.16893179,46.849260808,,,820.0,1,1,9,1.0,K6--0240,K6100240,['18199'],K610,['SAINT-BAUDEL'],['18'],['24'],['CENTRE-VAL DE LOIRE'],K6--0240,l'Arnon,http://id.eaufrance.fr/CEA/K6--0240,Q,2020-06-26T00:00:00Z,,,,[1],[2],['CHER'],"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.1689317899312823, 46.8492608080789]}"
K6112400,L'Arnon à Chârost,REEL,633103.0,6655055.0,26,2.119726167,46.992358419,120.0,2.0,1080.0,2,1,9,3.0,K6--0240,K6110240,['18055'],K611,['CHAROST'],['18'],['24'],['CENTRE-VAL DE LOIRE'],K6--0240,l'Arnon,http://id.eaufrance.fr/CEA/K6--0240,Q,2021-11-26T00:00:00Z,,,,[1],[2],['CHER'],"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.1197261669045364, 46.99235841891808]}"
K6123110,La Théols à Meunet-Planches,REEL,620361.0,6638165.0,26,1.955017839,46.83889986,1.0,3.0,213.0,2,1,9,1.0,K61-0311,K6140311,"['36121', '36121']",K614,"['MEUNET-PLANCHES', 'MEUNET-PLANCHES']","['36', '36']","['24', '24']","['CENTRE-VAL DE LOIRE', 'CENTRE-VAL DE LOIRE']",K61-0311,,http://id.eaufrance.fr/CEA/K61-0311,Q,2021-11-26T00:00:00Z,,,,[1],[2],"['INDRE', 'INDRE']","{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [1.9550178385445411, 46.83889986036308]}"
K6173130,La Théols à Sainte-Lizaigne,REEL,626095.0,6656620.0,26,2.027265597,47.005707448,119.0,3.0,782.0,1,1,9,2.0,K61-0310,K6170310,"['36199', '36199', '36199']",K617,"['SAINTE-LIZAIGNE', 'SAINTE-LIZAIGNE', 'SAINTE-LIZAIGNE']","['36', '36', '36']","['24', '24', '24']","['CENTRE-VAL DE LOIRE', 'CENTRE-VAL DE LOIRE', 'CENTRE-VAL DE LOIRE']",K61-0310,la Théols,http://id.eaufrance.fr/CEA/K61-0310,Q,2021-11-26T00:00:00Z,,Moulins en amont et aval.,,[1],[2],"['INDRE', 'INDRE', 'INDRE']","{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.02726559712652, 47.005707448307525]}"
K6173131,La Théols à Sainte-Lizaigne,REEL,626545.0,6658015.0,26,2.032963032,47.018315947,,,797.0,1,1,9,1.0,K61-0310,K6170310,['36199'],K617,['SAINTE-LIZAIGNE'],['36'],['24'],['CENTRE-VAL DE LOIRE'],K61-0310,la Théols,http://id.eaufrance.fr/CEA/K61-0310,Q,2021-09-02T00:00:00Z,,,,[1],[2],['INDRE'],"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.032963032458892, 47.01831594684132]}"
K6192420,L'Arnon à Méreau,REEL,626727.0,6676030.0,26,2.032452894,47.180514464,100.0,3.0,2164.0,1,1,9,1.0,K6--0240,K6190240,['18148'],K619,['MEREAU'],['18'],['24'],['CENTRE-VAL DE LOIRE'],K6--0240,l'Arnon,http://id.eaufrance.fr/CEA/K6--0240,Q,2021-11-26T00:00:00Z,,,,[1],[2],['CHER'],"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.0324528939425086, 47.18051446445141]}"
K6192421,L'Arnon à Méreau,REEL,626433.0,6673961.0,26,2.028907081,47.161856469,,,2164.0,1,1,9,1.0,K6--0240,K6190240,['18148'],K619,['MEREAU'],['18'],['24'],['CENTRE-VAL DE LOIRE'],K6--0240,l'Arnon,http://id.eaufrance.fr/CEA/K6--0240,Q,2020-06-26T00:00:00Z,,,,[1],[2],['CHER'],"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.0289070813237853, 47.161856469385]}"
K6200900,Le Cher à Mennetou-sur-Cher,REEL,614569.0,6685900.0,26,1.870065751,47.267909366,86.0,2.0,9070.0,2,1,9,1.0,K---0090,K6200090,['41135'],K620,['MENNETOU-SUR-CHER'],['41'],['24'],['CENTRE-VAL DE LOIRE'],K---0090,le Cher,http://id.eaufrance.fr/CEA/K---0090,Q,2021-11-26T00:00:00Z,,,,[1],[2],['LOIR-ET-CHER'],"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [1.8700657510928507, 47.26790936588873]}"
K6220910,Le Cher à Selles-sur-Cher,REEL,589108.0,6686905.0,26,1.533133125,47.273186837,75.0,3.0,9252.0,1,1,9,3.0,K---0090,K6220090,"['41242', '41242']",K622,"['SELLES-SUR-CHER', 'SELLES-SUR-CHER']","['41', '41']","['24', '24']","['CENTRE-VAL DE LOIRE', 'CENTRE-VAL DE LOIRE']",K---0090,le Cher,http://id.eaufrance.fr/CEA/K---0090,Q,2021-11-26T00:00:00Z,,,,[1],[2],"['LOIR-ET-CHER', 'LOIR-ET-CHER']","{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [1.5331331247942803, 47.27318683725391]}"
K6220911,Le Cher à Saint-Julien-sur-Cher,REEL,606972.0,6687921.0,26,1.769184693,47.285079037,,,9185.0,1,1,9,1.0,K---0090,K6220090,['41218'],K622,['SAINT-JULIEN-SUR-CHER'],['41'],['24'],['CENTRE-VAL DE LOIRE'],K---0090,le Cher,http://id.eaufrance.fr/CEA/K---0090,Q,2020-06-26T00:00:00Z,,Barrage de Rochebut,,[1],[2],['LOIR-ET-CHER'],"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [1.769184692994174, 47.285079036869014]}"
K6322510,La Sauldre à Vailly-sur-Sauldre,REEL,673433.0,6706369.0,26,2.64738675,47.457143139,1.0,0.0,240.0,1,1,9,3.0,K6--0250,K6320250,['18269'],K632,['VAILLY-SUR-SAULDRE'],['18'],['24'],['CENTRE-VAL DE LOIRE'],K6--0250,la Sauldre,http://id.eaufrance.fr/CEA/K6--0250,Q,2021-11-26T00:00:00Z,,,,[1],[2],['CHER'],"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.6473867498431076, 47.4571431385565]}"
K6322511,La Sauldre à Concressault,REEL,668446.4249602,6710162.6153922,26,2.580935844,47.491072411,,,,1,1,9,2.0,K6--0250,K6320250,['18070'],K632,['CONCRESSAULT'],['18'],['24'],['CENTRE-VAL DE LOIRE'],K6--0250,la Sauldre,http://id.eaufrance.fr/CEA/K6--0250,Q,2022-01-31T00:00:00Z,,,,,,['CHER'],"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.580935844010727, 47.49107241108645]}"
K6332520,La Sauldre à Brinon-sur-Sauldre,REEL,644265.0,6718453.0,26,2.258762682,47.564097023,128.0,2.0,606.0,1,1,9,1.0,K6--0250,K6330250,"['18037', '18037']",K633,"['BRINON-SUR-SAULDRE', 'BRINON-SUR-SAULDRE']","['18', '18']","['24', '24']","['CENTRE-VAL DE LOIRE', 'CENTRE-VAL DE LOIRE']",K6--0250,la Sauldre,http://id.eaufrance.fr/CEA/K6--0250,Q,2021-11-26T00:00:00Z,,,,[1],[2],"['CHER', 'CHER']","{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.258762682035278, 47.56409702310174]}"
